scenario,w,target,precision,recall,f1,false_positives_per_day,mean_delay_minutes,median_delay_minutes,p90_delay_minutes,p95_delay_minutes,tp_windows,fp_windows,fn_events
S1_missing_burst,6,fault,0.0,0.0,0.0,0.0,,,,,0,0,30
S1_missing_burst,12,fault,0.0,0.0,0.0,0.0,,,,,0,0,30
S1_missing_burst,24,fault,0.0,0.0,0.0,0.0,,,,,0,0,30
S1_missing_burst,48,fault,0.0,0.0,0.0,0.0,,,,,0,0,30
