scenario,w,target,precision,recall,f1,false_positives_per_day,mean_delay_minutes,median_delay_minutes,p90_delay_minutes,p95_delay_minutes,tp_windows,fp_windows,fn_events
S3_late_arrivals,6,fault,0.9989605421811983,1.0,0.9994800008319986,0.04168113928447378,107.5,67.5,278.0,313.9999999999999,24026,25,0
S3_late_arrivals,12,fault,0.998658828262959,1.0,0.9993289641443175,0.10006949270326615,109.0,70.0,278.0,313.9999999999999,44677,60,0
S3_late_arrivals,24,fault,0.9992660730012721,1.0,0.9996329017889919,0.025034770514603615,686.5,727.5,1047.0,1056.0,20423,15,0
S3_late_arrivals,48,fault,0.9989189720406859,1.0,0.9994591937069813,0.03676880222841226,1452.0,990.0,3701.0,3907.9999999999995,20329,22,0
